'sample interval','ECG1','ECG2'
2289643,-0.060,-0.555
2289644,-0.095,-0.570
2289645,-0.095,-0.550
2289646,-0.105,-0.535
2289647,-0.115,-0.520
2289648,-0.125,-0.495
2289649,-0.115,-0.475
2289650,-0.105,-0.495
2289651,-0.080,-0.490
2289652,-0.080,-0.460
2289653,-0.055,-0.450
2289654,-0.060,-0.455
2289655,-0.045,-0.485
2289656,-0.040,-0.495
2289657,-0.060,-0.480
2289658,-0.080,-0.445
2289659,-0.070,-0.445
2289660,-0.060,-0.445
2289661,-0.040,-0.465
2289662,-0.070,-0.480
2289663,-0.065,-0.465
2289664,-0.080,-0.455
2289665,-0.095,-0.405
2289666,-0.120,-0.390
2289667,-0.095,-0.420
2289668,-0.115,-0.435
2289669,-0.105,-0.420
2289670,-0.125,-0.415
2289671,-0.130,-0.380
2289672,-0.130,-0.380
2289673,-0.155,-0.420
2289674,-0.140,-0.385
2289675,-0.155,-0.375
2289676,-0.175,-0.350
2289677,-0.160,-0.355
2289678,-0.165,-0.350
2289679,-0.170,-0.340
2289680,-0.155,-0.385
2289681,-0.160,-0.450
2289682,-0.145,-0.495
2289683,-0.160,-0.470
2289684,-0.180,-0.435
2289685,-0.200,-0.415
2289686,-0.150,-0.435
2289687,-0.125,-0.385
2289688,-0.080,-0.385
2289689,-0.080,-0.370
2289690,-0.060,-0.340
2289691,-0.055,-0.305
2289692,-0.040,-0.220
2289693,-0.030,-0.035
2289694,0.030,0.150
2289695,0.105,0.390
2289696,0.135,0.675
2289697,0.010,0.890
2289698,-0.285,1.060
2289699,-0.820,1.255
2289700,-1.460,1.510
2289701,-1.990,1.720
2289702,-2.380,1.805
2289703,-2.580,1.845
2289704,-2.625,1.805
2289705,-2.535,1.760
2289706,-2.415,1.650
2289707,-2.295,1.545
2289708,-2.255,1.425
2289709,-2.145,1.285
2289710,-1.985,1.145
2289711,-1.865,1.045
2289712,-1.760,0.965
2289713,-1.620,0.940
2289714,-1.465,0.825
2289715,-1.350,0.535
2289716,-1.235,0.135
2289717,-1.130,-0.195
2289718,-1.005,-0.465
2289719,-0.880,-0.645
2289720,-0.750,-0.720
2289721,-0.620,-0.705
2289722,-0.465,-0.745
2289723,-0.290,-0.790
2289724,-0.140,-0.730
2289725,-0.010,-0.685
2289726,0.080,-0.665
2289727,0.155,-0.685
2289728,0.245,-0.665
2289729,0.295,-0.675
2289730,0.325,-0.685
2289731,0.345,-0.640
2289732,0.390,-0.630
2289733,0.420,-0.610
2289734,0.435,-0.605
2289735,0.460,-0.590
2289736,0.485,-0.575
2289737,0.515,-0.555
2289738,0.535,-0.540
2289739,0.560,-0.535
2289740,0.590,-0.510
2289741,0.605,-0.530
2289742,0.670,-0.550
2289743,0.685,-0.570
2289744,0.730,-0.565
2289745,0.765,-0.580
2289746,0.795,-0.580
2289747,0.775,-0.590
2289748,0.775,-0.575
2289749,0.795,-0.560
2289750,0.820,-0.550
2289751,0.810,-0.555
2289752,0.830,-0.565
2289753,0.845,-0.570
2289754,0.875,-0.595
2289755,0.875,-0.630
2289756,0.875,-0.680
2289757,0.845,-0.705
2289758,0.850,-0.650
2289759,0.855,-0.640
2289760,0.850,-0.635
2289761,0.900,-0.665
2289762,0.910,-0.640
2289763,0.900,-0.590
2289764,0.890,-0.530
2289765,0.875,-0.505
2289766,0.870,-0.450
2289767,0.825,-0.420
2289768,0.800,-0.395
2289769,0.775,-0.370
2289770,0.755,-0.360
2289771,0.695,-0.315
2289772,0.640,-0.285
2289773,0.620,-0.285
2289774,0.555,-0.280
2289775,0.500,-0.270
2289776,0.465,-0.265
2289777,0.425,-0.265
2289778,0.355,-0.250
2289779,0.315,-0.240
2289780,0.285,-0.220
2289781,0.260,-0.255
2289782,0.220,-0.290
2289783,0.195,-0.295
2289784,0.165,-0.320
2289785,0.140,-0.330
2289786,0.130,-0.355
2289787,0.110,-0.370
2289788,0.080,-0.345
2289789,0.025,-0.350
2289790,0.005,-0.365
2289791,-0.010,-0.345
2289792,-0.020,-0.335
2289793,-0.005,-0.405
2289794,-0.030,-0.440
2289795,-0.030,-0.420
2289796,-0.050,-0.395
2289797,-0.045,-0.410
2289798,-0.035,-0.465
2289799,-0.040,-0.475
2289800,-0.050,-0.445
2289801,-0.065,-0.410
2289802,-0.065,-0.450
2289803,-0.065,-0.460
2289804,-0.050,-0.470
2289805,-0.035,-0.425
2289806,-0.020,-0.405
2289807,-0.030,-0.425
2289808,-0.025,-0.430
2289809,-0.030,-0.435
2289810,-0.040,-0.380
2289811,-0.025,-0.395
2289812,-0.030,-0.400
2289813,-0.015,-0.395
2289814,-0.025,-0.380
2289815,-0.015,-0.390
2289816,-0.035,-0.400
2289817,0.000,-0.385
2289818,-0.010,-0.370
2289819,-0.035,-0.395
2289820,-0.030,-0.410
2289821,-0.050,-0.395
2289822,-0.015,-0.370
2289823,-0.030,-0.365
2289824,-0.040,-0.365
2289825,-0.040,-0.365
2289826,-0.065,-0.380
2289827,-0.055,-0.365
2289828,-0.060,-0.340
2289829,-0.055,-0.375
2289830,-0.020,-0.355
2289831,-0.040,-0.345
2289832,0.000,-0.330
2289833,-0.005,-0.330
2289834,0.000,-0.380
2289835,-0.015,-0.440
2289836,-0.040,-0.505
2289837,-0.050,-0.520
2289838,-0.100,-0.470
2289839,-0.150,-0.445
2289840,-0.200,-0.425
2289841,-0.200,-0.400
2289842,-0.190,-0.360
2289843,-0.190,-0.355
2289844,-0.170,-0.295
2289845,-0.160,-0.160
2289846,-0.105,0.070
2289847,-0.005,0.335
2289848,0.035,0.570
2289849,-0.090,0.740
2289850,-0.440,0.945
2289851,-1.090,1.205
2289852,-1.775,1.465
2289853,-2.280,1.620
2289854,-2.620,1.645
2289855,-2.740,1.615
2289856,-2.690,1.580
2289857,-2.595,1.465
2289858,-2.435,1.365
2289859,-2.345,1.265
2289860,-2.255,1.130
2289861,-2.095,0.995
2289862,-1.955,0.890
2289863,-1.840,0.840
2289864,-1.690,0.770
2289865,-1.565,0.750
2289866,-1.415,0.565
2289867,-1.280,0.175
2289868,-1.170,-0.300
2289869,-1.085,-0.615
2289870,-0.950,-0.750
2289871,-0.820,-0.800
2289872,-0.700,-0.770
2289873,-0.530,-0.745
2289874,-0.345,-0.765
2289875,-0.145,-0.730
2289876,0.035,-0.690
2289877,0.140,-0.690
2289878,0.240,-0.710
2289879,0.300,-0.720
2289880,0.350,-0.720
2289881,0.330,-0.710
2289882,0.290,-0.685
2289883,0.285,-0.655
2289884,0.325,-0.605
2289885,0.340,-0.595
2289886,0.345,-0.610
2289887,0.380,-0.610
2289888,0.380,-0.640
2289889,0.380,-0.650
2289890,0.405,-0.635
2289891,0.460,-0.590
2289892,0.465,-0.560
2289893,0.495,-0.540
2289894,0.545,-0.540
2289895,0.560,-0.570
2289896,0.595,-0.585
2289897,0.605,-0.600
2289898,0.600,-0.590
2289899,0.645,-0.595
2289900,0.675,-0.605
2289901,0.725,-0.595
2289902,0.755,-0.600
2289903,0.800,-0.600
2289904,0.820,-0.585
2289905,0.865,-0.585
2289906,0.885,-0.570
2289907,0.900,-0.580
2289908,0.910,-0.550
2289909,0.915,-0.535
2289910,0.940,-0.540
2289911,0.955,-0.520
2289912,0.995,-0.500
2289913,1.005,-0.480
2289914,0.955,-0.460
2289915,0.925,-0.500
2289916,0.895,-0.515
2289917,0.860,-0.470
2289918,0.835,-0.430
2289919,0.795,-0.425
2289920,0.760,-0.415
2289921,0.720,-0.405
2289922,0.635,-0.410
2289923,0.505,-0.410
2289924,0.445,-0.370
2289925,0.390,-0.375
2289926,0.310,-0.380
2289927,0.230,-0.415
2289928,0.150,-0.415
2289929,0.085,-0.395
2289930,0.050,-0.365
2289931,0.015,-0.425
2289932,0.000,-0.490
2289933,-0.035,-0.500
2289934,-0.035,-0.490
2289935,-0.050,-0.480
2289936,-0.055,-0.520
2289937,-0.065,-0.510
2289938,-0.080,-0.490
2289939,-0.100,-0.480
2289940,-0.090,-0.480
2289941,-0.085,-0.480
2289942,-0.085,-0.475
2289943,-0.100,-0.490
2289944,-0.085,-0.495
2289945,-0.085,-0.510
2289946,-0.050,-0.525
2289947,-0.080,-0.505
2289948,-0.095,-0.485
2289949,-0.085,-0.540
2289950,-0.080,-0.570
2289951,-0.080,-0.560
2289952,-0.115,-0.570
2289953,-0.110,-0.590
2289954,-0.100,-0.575
2289955,-0.085,-0.565
2289956,-0.080,-0.550
2289957,-0.085,-0.530
2289958,-0.085,-0.550
2289959,-0.055,-0.550
2289960,-0.040,-0.535
2289961,-0.045,-0.525
2289962,-0.030,-0.525
2289963,-0.020,-0.525
2289964,-0.025,-0.515
2289965,-0.035,-0.530
2289966,-0.045,-0.565
2289967,-0.070,-0.575
2289968,-0.105,-0.590
2289969,-0.150,-0.555
2289970,-0.180,-0.550
2289971,-0.200,-0.575
2289972,-0.210,-0.585
2289973,-0.225,-0.580
2289974,-0.230,-0.555
2289975,-0.245,-0.540
2289976,-0.250,-0.585
2289977,-0.240,-0.540
2289978,-0.260,-0.520
2289979,-0.240,-0.510
2289980,-0.240,-0.525
2289981,-0.240,-0.490
2289982,-0.240,-0.475
2289983,-0.230,-0.500
2289984,-0.220,-0.525
2289985,-0.230,-0.550
2289986,-0.200,-0.590
2289987,-0.190,-0.595
2289988,-0.210,-0.535
2289989,-0.220,-0.475
2289990,-0.215,-0.495
2289991,-0.200,-0.505
2289992,-0.180,-0.510
2289993,-0.160,-0.485
2289994,-0.200,-0.475
2289995,-0.165,-0.460
2289996,-0.170,-0.435
2289997,-0.150,-0.435
2289998,-0.175,-0.450
2289999,-0.145,-0.445
2290000,-0.150,-0.430
2290001,-0.150,-0.405
2290002,-0.155,-0.355
2290003,-0.140,-0.225
2290004,-0.105,-0.040
2290005,-0.010,0.240
2290006,0.055,0.600
2290007,0.010,0.875
2290008,-0.255,1.060
2290009,-0.770,1.280
2290010,-1.535,1.480
2290011,-2.125,1.650
2290012,-2.530,1.700
2290013,-2.740,1.620
2290014,-2.770,1.510
2290015,-2.675,1.370
2290016,-2.535,1.200
2290017,-2.430,1.040
2290018,-2.345,0.830
2290019,-2.195,0.675
2290020,-2.045,0.585
2290021,-1.940,0.550
2290022,-1.810,0.505
2290023,-1.680,0.470
2290024,-1.580,0.280
2290025,-1.480,-0.090
2290026,-1.410,-0.525
2290027,-1.275,-0.735
2290028,-1.115,-0.825
2290029,-0.960,-0.875
2290030,-0.805,-0.850
2290031,-0.625,-0.795
2290032,-0.430,-0.745
2290033,-0.280,-0.720
2290034,-0.145,-0.685
2290035,0.030,-0.680
2290036,0.140,-0.675
2290037,0.200,-0.635
2290038,0.235,-0.640
2290039,0.270,-0.635
2290040,0.315,-0.610
2290041,0.370,-0.610
2290042,0.380,-0.595
2290043,0.375,-0.580
2290044,0.395,-0.575
2290045,0.420,-0.585
2290046,0.440,-0.625
2290047,0.475,-0.615
2290048,0.495,-0.590
2290049,0.490,-0.585
2290050,0.480,-0.585
2290051,0.475,-0.570
2290052,0.470,-0.550
2290053,0.460,-0.550
2290054,0.445,-0.580
2290055,0.450,-0.550
2290056,0.465,-0.525
2290057,0.485,-0.505
2290058,0.505,-0.510
2290059,0.520,-0.560
2290060,0.550,-0.560
2290061,0.590,-0.555
2290062,0.575,-0.540
2290063,0.585,-0.560
2290064,0.640,-0.525
2290065,0.685,-0.480
2290066,0.720,-0.485
2290067,0.715,-0.475
2290068,0.750,-0.435
2290069,0.770,-0.440
2290070,0.760,-0.425
2290071,0.745,-0.420
2290072,0.745,-0.405
2290073,0.750,-0.420
2290074,0.725,-0.385
2290075,0.635,-0.345
2290076,0.605,-0.305
2290077,0.530,-0.255
2290078,0.500,-0.240
2290079,0.470,-0.245
2290080,0.415,-0.250
2290081,0.355,-0.240
2290082,0.305,-0.255
2290083,0.240,-0.300
2290084,0.150,-0.325
2290085,0.125,-0.320
2290086,0.060,-0.355
2290087,0.015,-0.395
2290088,-0.015,-0.435
2290089,-0.040,-0.445
2290090,-0.080,-0.445
2290091,-0.105,-0.450
2290092,-0.110,-0.435
2290093,-0.100,-0.445
2290094,-0.130,-0.455
2290095,-0.160,-0.470
2290096,-0.185,-0.500
2290097,-0.205,-0.515
2290098,-0.230,-0.485
2290099,-0.260,-0.495
2290100,-0.250,-0.505
2290101,-0.225,-0.480
2290102,-0.205,-0.490
2290103,-0.235,-0.480
2290104,-0.245,-0.510
2290105,-0.230,-0.495
2290106,-0.230,-0.470
2290107,-0.230,-0.485
2290108,-0.220,-0.490
2290109,-0.220,-0.490
2290110,-0.230,-0.490
2290111,-0.245,-0.480
2290112,-0.260,-0.470
2290113,-0.220,-0.470
2290114,-0.215,-0.500
2290115,-0.240,-0.525
2290116,-0.210,-0.550
2290117,-0.195,-0.550
2290118,-0.195,-0.550
2290119,-0.215,-0.555
2290120,-0.210,-0.530
2290121,-0.210,-0.515
2290122,-0.220,-0.535
2290123,-0.220,-0.520
2290124,-0.210,-0.510
2290125,-0.205,-0.500
2290126,-0.220,-0.525
2290127,-0.235,-0.510
2290128,-0.200,-0.525
2290129,-0.220,-0.505
2290130,-0.235,-0.490
2290131,-0.230,-0.515
2290132,-0.220,-0.495
2290133,-0.225,-0.390
2290134,-0.215,-0.260
2290135,-0.185,-0.030
2290136,-0.125,0.315
2290137,-0.030,0.715
2290138,-0.050,1.045
2290139,-0.335,1.235
2290140,-0.795,1.450
2290141,-1.510,1.665
2290142,-2.120,1.840
2290143,-2.585,1.850
2290144,-2.825,1.740
2290145,-2.840,1.580
2290146,-2.730,1.420
2290147,-2.610,1.275
2290148,-2.490,1.085
2290149,-2.425,0.865
2290150,-2.265,0.705
2290151,-2.110,0.615
2290152,-2.020,0.575
2290153,-1.855,0.540
2290154,-1.760,0.430
2290155,-1.640,0.135
2290156,-1.520,-0.355
2290157,-1.450,-0.750
2290158,-1.340,-0.935
2290159,-1.200,-1.000
2290160,-1.000,-0.925
2290161,-0.860,-0.865
2290162,-0.645,-0.860
2290163,-0.440,-0.815
2290164,-0.285,-0.750
2290165,-0.115,-0.720
2290166,0.015,-0.760
2290167,0.075,-0.790
2290168,0.160,-0.735
2290169,0.195,-0.680
2290170,0.240,-0.685
2290171,0.240,-0.670
2290172,0.300,-0.615
2290173,0.355,-0.595
2290174,0.400,-0.625
2290175,0.405,-0.635
2290176,0.430,-0.615
2290177,0.480,-0.595
2290178,0.515,-0.605
2290179,0.500,-0.605
2290180,0.500,-0.595
2290181,0.485,-0.605
2290182,0.500,-0.620
2290183,0.515,-0.640
2290184,0.555,-0.665
2290185,0.580,-0.640
2290186,0.575,-0.650
2290187,0.600,-0.660
2290188,0.625,-0.700
2290189,0.645,-0.700
2290190,0.665,-0.705
2290191,0.700,-0.715
2290192,0.695,-0.690
2290193,0.730,-0.690
2290194,0.740,-0.680
2290195,0.775,-0.665
2290196,0.810,-0.635
2290197,0.800,-0.625
2290198,0.790,-0.640
2290199,0.790,-0.615
2290200,0.790,-0.520
2290201,0.780,-0.470
2290202,0.760,-0.465
2290203,0.755,-0.440
2290204,0.705,-0.395
2290205,0.670,-0.335
2290206,0.595,-0.310
2290207,0.560,-0.285
2290208,0.525,-0.270
2290209,0.490,-0.225
2290210,0.400,-0.215
2290211,0.365,-0.230
2290212,0.325,-0.220
2290213,0.270,-0.265
2290214,0.210,-0.285
2290215,0.180,-0.325
2290216,0.140,-0.305
2290217,0.125,-0.320
2290218,0.115,-0.350
2290219,0.085,-0.360
2290220,0.030,-0.335
2290221,-0.010,-0.395
2290222,-0.075,-0.415
2290223,-0.080,-0.410
2290224,-0.090,-0.415
2290225,-0.110,-0.430
2290226,-0.100,-0.445
2290227,-0.085,-0.450
2290228,-0.105,-0.435
2290229,-0.135,-0.440
2290230,-0.160,-0.440
2290231,-0.170,-0.445
2290232,-0.175,-0.415
2290233,-0.160,-0.400
2290234,-0.180,-0.415
2290235,-0.160,-0.435
2290236,-0.150,-0.465
2290237,-0.150,-0.465
2290238,-0.170,-0.460
2290239,-0.160,-0.400
2290240,-0.170,-0.380
2290241,-0.150,-0.385
2290242,-0.130,-0.380
2290243,-0.135,-0.360
2290244,-0.110,-0.385
2290245,-0.100,-0.385
2290246,-0.105,-0.380
2290247,-0.115,-0.370
2290248,-0.130,-0.350
2290249,-0.120,-0.350
2290250,-0.100,-0.330
2290251,-0.095,-0.325
2290252,-0.100,-0.375
2290253,-0.100,-0.400
2290254,-0.060,-0.405
2290255,-0.095,-0.420
2290256,-0.090,-0.410
2290257,-0.095,-0.425
2290258,-0.080,-0.425
2290259,-0.065,-0.435
2290260,-0.120,-0.425
2290261,-0.145,-0.460
2290262,-0.145,-0.440
2290263,-0.135,-0.425
2290264,-0.170,-0.435
2290265,-0.195,-0.425
2290266,-0.195,-0.395
2290267,-0.195,-0.380
2290268,-0.190,-0.360
2290269,-0.190,-0.350
2290270,-0.215,-0.375
2290271,-0.200,-0.415
2290272,-0.195,-0.410
2290273,-0.190,-0.365
2290274,-0.200,-0.335
2290275,-0.220,-0.320
2290276,-0.205,-0.305
2290277,-0.200,-0.270
2290278,-0.155,-0.320
2290279,-0.155,-0.280
2290280,-0.140,-0.275
2290281,-0.140,-0.265
2290282,-0.120,-0.265
2290283,-0.120,-0.265
2290284,-0.130,-0.260
2290285,-0.130,-0.255
2290286,-0.110,-0.265
2290287,-0.100,-0.280
2290288,-0.100,-0.285
2290289,-0.090,-0.270
2290290,-0.095,-0.255
2290291,-0.095,-0.270
2290292,-0.085,-0.265
2290293,-0.110,-0.295
2290294,-0.085,-0.305
2290295,-0.090,-0.315
2290296,-0.095,-0.310
2290297,-0.095,-0.305
2290298,-0.065,-0.330
2290299,-0.045,-0.340
2290300,-0.080,-0.350
2290301,-0.090,-0.335
2290302,-0.100,-0.310
2290303,-0.135,-0.305
2290304,-0.150,-0.275
2290305,-0.155,-0.295
2290306,-0.140,-0.300
2290307,-0.145,-0.320
2290308,-0.175,-0.310
2290309,-0.200,-0.300
2290310,-0.220,-0.260
2290311,-0.250,-0.240
2290312,-0.230,-0.225
2290313,-0.180,-0.175
2290314,-0.150,-0.085
2290315,-0.155,0.055
2290316,-0.100,0.260
2290317,0.005,0.575
2290318,0.040,0.875
2290319,-0.130,1.055
2290320,-0.535,1.240
2290321,-1.175,1.520
2290322,-1.840,1.715
2290323,-2.350,1.820
2290324,-2.695,1.840
2290325,-2.805,1.855
2290326,-2.720,1.805
2290327,-2.575,1.670
2290328,-2.415,1.555
2290329,-2.345,1.430
2290330,-2.185,1.285
2290331,-1.985,1.195
2290332,-1.820,1.150
2290333,-1.700,1.170
2290334,-1.505,1.170
2290335,-1.360,0.965
2290336,-1.260,0.470
2290337,-1.130,-0.095
2290338,-0.980,-0.440
2290339,-0.890,-0.620
2290340,-0.765,-0.735
2290341,-0.640,-0.725
2290342,-0.510,-0.675
2290343,-0.370,-0.665
2290344,-0.220,-0.665
2290345,-0.060,-0.640
2290346,0.085,-0.580
2290347,0.180,-0.605
2290348,0.240,-0.630
2290349,0.315,-0.630
2290350,0.320,-0.605
2290351,0.355,-0.600
2290352,0.355,-0.625
2290353,0.360,-0.620
2290354,0.365,-0.590
2290355,0.360,-0.605
2290356,0.420,-0.615
2290357,0.410,-0.585
2290358,0.435,-0.595
2290359,0.450,-0.605
2290360,0.490,-0.635
2290361,0.535,-0.610
2290362,0.540,-0.610
2290363,0.565,-0.620
2290364,0.595,-0.630
2290365,0.620,-0.630
2290366,0.685,-0.615
2290367,0.725,-0.635
2290368,0.755,-0.655
2290369,0.770,-0.660
2290370,0.820,-0.650
2290371,0.855,-0.640
2290372,0.900,-0.630
2290373,0.915,-0.630
2290374,0.955,-0.650
2290375,0.995,-0.620
2290376,1.015,-0.600
2290377,1.080,-0.585
2290378,1.120,-0.545
2290379,1.140,-0.560
2290380,1.135,-0.575
2290381,1.145,-0.510
2290382,1.130,-0.455
2290383,1.125,-0.395
2290384,1.095,-0.380
2290385,1.075,-0.340
2290386,1.055,-0.330
2290387,1.000,-0.310
2290388,0.935,-0.315
2290389,0.840,-0.295
2290390,0.740,-0.265
2290391,0.670,-0.265
2290392,0.595,-0.255
2290393,0.520,-0.255
2290394,0.445,-0.230
2290395,0.370,-0.240
2290396,0.305,-0.250
2290397,0.240,-0.230
2290398,0.170,-0.250
2290399,0.115,-0.265
2290400,0.075,-0.300
2290401,0.045,-0.345
2290402,0.010,-0.355
2290403,-0.010,-0.390
2290404,-0.030,-0.415
2290405,-0.050,-0.395
2290406,-0.035,-0.430
2290407,-0.045,-0.425
2290408,-0.060,-0.410
2290409,-0.060,-0.405
2290410,-0.065,-0.410
2290411,-0.065,-0.440
2290412,-0.040,-0.435
2290413,-0.025,-0.390
2290414,-0.030,-0.415
2290415,-0.055,-0.425
2290416,-0.055,-0.440
2290417,-0.030,-0.450
2290418,-0.035,-0.435
2290419,-0.015,-0.415
2290420,-0.060,-0.390
2290421,-0.040,-0.370
2290422,-0.040,-0.385
2290423,-0.025,-0.365
2290424,0.005,-0.400
2290425,0.025,-0.380
2290426,0.045,-0.395
2290427,0.045,-0.400
2290428,0.050,-0.365
2290429,0.045,-0.345
2290430,0.040,-0.320
2290431,0.000,-0.330
2290432,0.005,-0.360
2290433,0.030,-0.370
2290434,0.025,-0.350
2290435,0.020,-0.345
2290436,0.015,-0.355
2290437,0.020,-0.380
2290438,0.010,-0.410
2290439,-0.005,-0.445
2290440,0.000,-0.425
2290441,-0.020,-0.430
2290442,-0.015,-0.430
2290443,-0.035,-0.445
2290444,-0.040,-0.460
2290445,-0.045,-0.435
2290446,-0.045,-0.425
2290447,-0.040,-0.430
2290448,-0.070,-0.415
2290449,-0.040,-0.385
2290450,-0.035,-0.360
2290451,-0.020,-0.360
2290452,-0.050,-0.375
2290453,-0.030,-0.380
2290454,-0.015,-0.385
2290455,-0.015,-0.355
2290456,-0.030,-0.295
2290457,-0.025,-0.255
2290458,-0.020,-0.260
2290459,0.020,-0.220
2290460,0.020,-0.230
2290461,0.020,-0.195
2290462,-0.015,-0.160
2290463,0.020,-0.080
2290464,0.035,0.085
2290465,0.085,0.305
2290466,0.180,0.590
2290467,0.155,0.820
2290468,-0.045,0.965
2290469,-0.470,1.165
2290470,-1.125,1.430
2290471,-1.775,1.635
2290472,-2.260,1.745
2290473,-2.655,1.760
2290474,-2.720,1.750
2290475,-2.680,1.720
2290476,-2.590,1.610
2290477,-2.440,1.500
2290478,-2.335,1.365
2290479,-2.235,1.205
2290480,-2.060,1.050
2290481,-1.925,0.965
2290482,-1.820,0.935
2290483,-1.645,0.885
2290484,-1.505,0.675
2290485,-1.350,0.305
2290486,-1.200,-0.135
2290487,-1.105,-0.410
2290488,-0.960,-0.570
2290489,-0.840,-0.630
2290490,-0.690,-0.580
2290491,-0.550,-0.525
2290492,-0.370,-0.515
2290493,-0.185,-0.480
2290494,0.020,-0.465
2290495,0.195,-0.480
2290496,0.305,-0.495
2290497,0.380,-0.495
2290498,0.415,-0.490
2290499,0.450,-0.475
2290500,0.450,-0.465
2290501,0.465,-0.455
2290502,0.510,-0.460
2290503,0.530,-0.440
2290504,0.555,-0.440
2290505,0.590,-0.450
2290506,0.595,-0.450
2290507,0.625,-0.455
2290508,0.625,-0.460
2290509,0.635,-0.460
2290510,0.670,-0.465
2290511,0.655,-0.450
2290512,0.670,-0.485
2290513,0.685,-0.480
2290514,0.680,-0.505
2290515,0.690,-0.480
2290516,0.690,-0.480
2290517,0.715,-0.490
2290518,0.755,-0.485
2290519,0.775,-0.475
2290520,0.805,-0.425
2290521,0.775,-0.445
2290522,0.795,-0.465
2290523,0.825,-0.465
2290524,0.865,-0.475
2290525,0.870,-0.480
2290526,0.880,-0.465
2290527,0.900,-0.410
2290528,0.910,-0.370
2290529,0.930,-0.380
2290530,0.950,-0.355
2290531,0.975,-0.320
2290532,0.975,-0.305
2290533,0.945,-0.280
2290534,0.940,-0.245
2290535,0.900,-0.215
2290536,0.885,-0.150
2290537,0.835,-0.125
2290538,0.785,-0.090
2290539,0.760,-0.060
2290540,0.740,-0.040
2290541,0.715,-0.055
2290542,0.650,-0.070
2290543,0.610,-0.110
2290544,0.555,-0.145
2290545,0.490,-0.160
2290546,0.440,-0.140
2290547,0.360,-0.190
2290548,0.300,-0.225
2290549,0.245,-0.240
2290550,0.210,-0.240
2290551,0.140,-0.245
2290552,0.120,-0.260
2290553,0.105,-0.255
2290554,0.095,-0.280
2290555,0.050,-0.300
2290556,0.045,-0.295
2290557,0.055,-0.285
2290558,0.055,-0.260
2290559,0.020,-0.250
2290560,0.035,-0.245
2290561,0.005,-0.265
2290562,0.010,-0.285
2290563,-0.020,-0.295
2290564,-0.020,-0.270
2290565,-0.025,-0.260
2290566,-0.050,-0.230
2290567,-0.045,-0.250
2290568,-0.015,-0.255
2290569,0.000,-0.230
2290570,0.005,-0.225
2290571,0.015,-0.230
2290572,0.010,-0.250
2290573,0.005,-0.270
2290574,0.020,-0.265
2290575,0.010,-0.285
2290576,-0.010,-0.275
2290577,0.005,-0.310
2290578,0.010,-0.335
2290579,0.010,-0.375
2290580,0.000,-0.370
2290581,0.000,-0.375
2290582,0.000,-0.395
2290583,-0.015,-0.410
2290584,-0.035,-0.375
2290585,-0.050,-0.390
2290586,-0.070,-0.400
2290587,-0.080,-0.410
2290588,-0.120,-0.395
2290589,-0.120,-0.385
2290590,-0.120,-0.385
2290591,-0.130,-0.380
2290592,-0.145,-0.365
2290593,-0.120,-0.310
2290594,-0.100,-0.290
2290595,-0.065,-0.280
2290596,-0.045,-0.265
2290597,-0.040,-0.240
2290598,-0.035,-0.265
2290599,-0.025,-0.260
2290600,-0.020,-0.235
2290601,-0.020,-0.180
2290602,-0.030,-0.200
2290603,-0.025,-0.220
2290604,-0.035,-0.225
2290605,-0.010,-0.210
2290606,0.010,-0.205
2290607,0.005,-0.190
2290608,0.020,-0.200
2290609,0.020,-0.185
2290610,0.020,-0.180
2290611,0.010,-0.215
2290612,-0.005,-0.200
2290613,0.015,-0.205
2290614,0.030,-0.190
2290615,0.030,-0.180
2290616,0.010,-0.215
2290617,0.000,-0.240
2290618,-0.005,-0.265
2290619,-0.030,-0.305
2290620,-0.020,-0.295
2290621,-0.050,-0.325
2290622,-0.060,-0.330
2290623,-0.075,-0.305
2290624,-0.075,-0.335
2290625,-0.090,-0.315
2290626,-0.085,-0.310
2290627,-0.065,-0.315
2290628,-0.065,-0.345
2290629,-0.050,-0.360
2290630,-0.080,-0.360
2290631,-0.055,-0.350
2290632,-0.065,-0.325
2290633,-0.115,-0.355
2290634,-0.105,-0.380
2290635,-0.100,-0.360
2290636,-0.075,-0.360
2290637,-0.090,-0.350
2290638,-0.095,-0.335
2290639,-0.105,-0.285
2290640,-0.100,-0.290
2290641,-0.080,-0.275
2290642,-0.090,-0.275
2290643,-0.065,-0.255
2290644,-0.035,-0.250
2290645,-0.055,-0.265
2290646,-0.055,-0.300
2290647,-0.050,-0.280
2290648,-0.050,-0.260
2290649,-0.070,-0.240
2290650,-0.040,-0.245
2290651,-0.070,-0.265
2290652,-0.060,-0.260
2290653,-0.035,-0.235
2290654,-0.030,-0.265
2290655,-0.020,-0.270
2290656,-0.010,-0.265
2290657,0.005,-0.265
2290658,-0.025,-0.255
2290659,-0.020,-0.240
2290660,0.010,-0.230
2290661,0.000,-0.145
2290662,-0.005,-0.005
2290663,0.015,0.175
2290664,0.055,0.395
2290665,0.130,0.655
2290666,0.065,0.860
2290667,-0.140,1.030
2290668,-0.575,1.240
2290669,-1.210,1.460
2290670,-1.830,1.645
2290671,-2.305,1.725
2290672,-2.660,1.685
2290673,-2.795,1.595
2290674,-2.740,1.540
2290675,-2.625,1.415
2290676,-2.495,1.330
2290677,-2.405,1.215
2290678,-2.310,1.025
2290679,-2.115,0.940
2290680,-1.960,0.870
2290681,-1.840,0.835
